Disease	Symptom_1	Symptom_2	Symptom_3	Symptom_4	Symptom_5	Symptom_6	Symptom_7	Symptom_8	Symptom_9	Symptom_10	Symptom_11	Symptom_12	Symptom_13	Symptom_14	Symptom_15	Symptom_16	Symptom_17
Pneumonia	 chills	 fatigue	 cough	 high_fever	 breathlessness	 malaise	 phlegm	 chest_pain	 fast_heart_rate	 rusty_sputum							
Hypertension 	 headache	 chest_pain	 dizziness	 loss_of_balance	 lack_of_concentration												
Jaundice	itching	 vomiting	 weight_loss	 high_fever	 yellowish_skin	 dark_urine	 abdominal_pain										
Allergy	 continuous_sneezing	 shivering	 chills														
Hepatitis D	 joint_pain	 vomiting	 fatigue	 yellowish_skin	 dark_urine	 nausea	 loss_of_appetite	 abdominal_pain									
Chicken pox	itching	 skin_rash	 fatigue	 lethargy	 high_fever	 headache	 loss_of_appetite	 mild_fever	 swelled_lymph_nodes	 malaise	 red_spots_over_body						
Diabetes 	 fatigue	 weight_loss	 restlessness	 lethargy	 blurred_and_distorted_vision	 obesity	 excessive_hunger	 increased_appetite	 polyuria								
Bronchial Asthma	 fatigue	 cough	 high_fever	 breathlessness	 family_history	 mucoid_sputum											
Alcoholic hepatitis	 vomiting	 yellowish_skin	 abdominal_pain	 distention_of_abdomen	 history_of_alcohol_consumption	 fluid_overload											
Migraine	 acidity	 indigestion	 headache	 blurred_and_distorted_vision	 excessive_hunger	 stiff_neck	 depression	 irritability	 visual_disturbances								
Varicose veins	 fatigue	 cramps	 bruising	 obesity	 swollen_legs	 prominent_veins_on_calf											
Psoriasis	 skin_rash	 joint_pain	 skin_peeling	 silver_like_dusting	 small_dents_in_nails	 inflammatory_nails											
Hepatitis E	 joint_pain	 vomiting	 fatigue	 high_fever	 yellowish_skin	 dark_urine	 nausea	 loss_of_appetite	 abdominal_pain	 yellowing_of_eyes	 acute_liver_failure	 coma	 stomach_bleeding				
Urinary tract infection	 burning_micturition	 bladder_discomfort	 continuous_feel_of_urine														
Hepatitis E	 joint_pain	 vomiting	 fatigue	 high_fever	 yellowish_skin	 dark_urine	 nausea	 loss_of_appetite	 abdominal_pain	 yellowing_of_eyes	 acute_liver_failure	 coma	 stomach_bleeding				
Hepatitis B	 fatigue	 lethargy	 yellowish_skin	 dark_urine	 loss_of_appetite	 abdominal_pain	 yellow_urine	 yellowing_of_eyes	 malaise	 receiving_blood_transfusion	 receiving_unsterile_injections						
Varicose veins	 fatigue	 cramps	 bruising	 obesity	 swollen_blood_vessels	 prominent_veins_on_calf											
Diabetes 	 fatigue	 weight_loss	 restlessness	 lethargy	 irregular_sugar_level	 blurred_and_distorted_vision	 obesity	 excessive_hunger	 increased_appetite	 polyuria							
GERD	 stomach_pain	 acidity	 ulcers_on_tongue	 vomiting	 cough	 chest_pain											
Impetigo	 skin_rash	 high_fever	 blister	 red_sore_around_nose	 yellow_crust_ooze												
Impetigo	 skin_rash	 high_fever	 blister	 red_sore_around_nose	 yellow_crust_ooze												
Osteoarthristis	 joint_pain	 neck_pain	 knee_pain	 hip_joint_pain	 swelling_joints	 painful_walking											
Heart attack	 vomiting	 breathlessness	 sweating	 chest_pain													
Common Cold	 continuous_sneezing	 chills	 fatigue	 cough	 headache	 swelled_lymph_nodes	 malaise	 phlegm	 throat_irritation	 redness_of_eyes	 sinus_pressure	 runny_nose	 congestion	 chest_pain	 loss_of_smell	 muscle_pain	
Dengue	 skin_rash	 chills	 joint_pain	 vomiting	 high_fever	 headache	 nausea	 loss_of_appetite	 pain_behind_the_eyes	 back_pain	 malaise	 muscle_pain	 red_spots_over_body				
Urinary tract infection	 burning_micturition	 bladder_discomfort	 foul_smell_of urine	 continuous_feel_of_urine													
Cervical spondylosis	 back_pain	 weakness_in_limbs	 neck_pain	 dizziness	 loss_of_balance												
hepatitis A	 joint_pain	 vomiting	 yellowish_skin	 dark_urine	 nausea	 loss_of_appetite	 abdominal_pain	 diarrhoea	 mild_fever	 yellowing_of_eyes	 muscle_pain						
Hyperthyroidism	 mood_swings	 weight_loss	 restlessness	 sweating	 diarrhoea	 fast_heart_rate	 excessive_hunger	 muscle_weakness	 irritability	 abnormal_menstruation							
Osteoarthristis	 neck_pain	 knee_pain	 hip_joint_pain	 swelling_joints	 painful_walking												
AIDS	 muscle_wasting	 patches_in_throat	 high_fever	 extra_marital_contacts													
Hypoglycemia	 fatigue	 anxiety	 sweating	 headache	 nausea	 blurred_and_distorted_vision	 excessive_hunger	 drying_and_tingling_lips	 slurred_speech	 irritability	 palpitations						
(vertigo) Paroymsal  Positional Vertigo	 vomiting	 nausea	 spinning_movements	 loss_of_balance	 unsteadiness												
(vertigo) Paroymsal  Positional Vertigo	 vomiting	 headache	 nausea	 spinning_movements	 loss_of_balance	 unsteadiness											
Chronic cholestasis	itching	 vomiting	 yellowish_skin	 nausea	 loss_of_appetite	 abdominal_pain	 yellowing_of_eyes										
Common Cold	 continuous_sneezing	 chills	 fatigue	 cough	 headache	 swelled_lymph_nodes	 malaise	 phlegm	 throat_irritation	 redness_of_eyes	 sinus_pressure	 runny_nose	 congestion	 chest_pain	 loss_of_smell	 muscle_pain	
Malaria	 chills	 vomiting	 high_fever	 sweating	 headache	 nausea	 diarrhoea	 muscle_pain									
Fungal infection	itching	 skin_rash	 nodal_skin_eruptions	 dischromic _patches													
Hypothyroidism	 fatigue	 weight_gain	 cold_hands_and_feets	 mood_swings	 lethargy	 dizziness	 puffy_face_and_eyes	 enlarged_thyroid	 brittle_nails	 swollen_extremeties	 depression	 irritability	 abnormal_menstruation				
Dengue	 skin_rash	 chills	 joint_pain	 vomiting	 fatigue	 high_fever	 headache	 nausea	 loss_of_appetite	 pain_behind_the_eyes	 back_pain	 malaise	 muscle_pain	 red_spots_over_body			
Alcoholic hepatitis	 vomiting	 yellowish_skin	 abdominal_pain	 swelling_of_stomach	 distention_of_abdomen	 history_of_alcohol_consumption	 fluid_overload										
Arthritis	 muscle_weakness	 swelling_joints	 movement_stiffness	 painful_walking													
Tuberculosis	 chills	 vomiting	 fatigue	 weight_loss	 cough	 high_fever	 sweating	 loss_of_appetite	 mild_fever	 yellowing_of_eyes	 swelled_lymph_nodes	 malaise	 phlegm	 chest_pain	 blood_in_sputum		
Osteoarthristis	 joint_pain	 neck_pain	 knee_pain	 hip_joint_pain	 swelling_joints	 painful_walking											
Bronchial Asthma	 cough	 high_fever	 breathlessness	 family_history	 mucoid_sputum												
Allergy	 continuous_sneezing	 shivering	 chills	 watering_from_eyes													
Tuberculosis	 chills	 vomiting	 fatigue	 weight_loss	 cough	 high_fever	 sweating	 loss_of_appetite	 mild_fever	 yellowing_of_eyes	 swelled_lymph_nodes	 malaise	 phlegm	 chest_pain	 blood_in_sputum		
Drug Reaction	itching	 skin_rash	 burning_micturition	 spotting_ urination													
GERD	 stomach_pain	 acidity	 ulcers_on_tongue	 vomiting	 cough	 chest_pain											
Hypothyroidism	 fatigue	 weight_gain	 cold_hands_and_feets	 mood_swings	 lethargy	 dizziness	 enlarged_thyroid	 brittle_nails	 swollen_extremeties	 depression	 irritability	 abnormal_menstruation					
Malaria	 chills	 vomiting	 high_fever	 sweating	 headache	 nausea	 diarrhoea	 muscle_pain									
Jaundice	itching	 fatigue	 weight_loss	 high_fever	 yellowish_skin	 dark_urine	 abdominal_pain										
Chronic cholestasis	itching	 vomiting	 yellowish_skin	 nausea	 loss_of_appetite	 abdominal_pain	 yellowing_of_eyes										
Urinary tract infection	 burning_micturition	 bladder_discomfort	 continuous_feel_of_urine														
Arthritis	 muscle_weakness	 stiff_neck	 swelling_joints	 movement_stiffness	 painful_walking												
Cervical spondylosis	 back_pain	 weakness_in_limbs	 neck_pain	 dizziness	 loss_of_balance												
Urinary tract infection	 burning_micturition	 bladder_discomfort	 foul_smell_of urine	 continuous_feel_of_urine													
Dengue	 chills	 joint_pain	 vomiting	 fatigue	 high_fever	 headache	 nausea	 loss_of_appetite	 pain_behind_the_eyes	 back_pain	 malaise	 muscle_pain	 red_spots_over_body				
GERD	 stomach_pain	 acidity	 ulcers_on_tongue	 vomiting	 cough												
Hypertension 	 headache	 chest_pain	 dizziness	 loss_of_balance	 lack_of_concentration												
Pneumonia	 fatigue	 cough	 high_fever	 breathlessness	 sweating	 malaise	 phlegm	 chest_pain	 fast_heart_rate	 rusty_sputum							
Heart attack	 vomiting	 breathlessness	 sweating	 chest_pain													
Drug Reaction	itching	 skin_rash	 stomach_pain	 spotting_ urination													
Cervical spondylosis	 back_pain	 weakness_in_limbs	 neck_pain	 dizziness	 loss_of_balance												
Chicken pox	itching	 skin_rash	 fatigue	 lethargy	 high_fever	 headache	 loss_of_appetite	 swelled_lymph_nodes	 malaise	 red_spots_over_body							
Gastroenteritis	 vomiting	 sunken_eyes	 dehydration	 diarrhoea													
Gastroenteritis	 vomiting	 sunken_eyes	 dehydration	 diarrhoea													
Hepatitis B	itching	 fatigue	 lethargy	 yellowish_skin	 dark_urine	 loss_of_appetite	 yellow_urine	 yellowing_of_eyes	 malaise	 receiving_blood_transfusion	 receiving_unsterile_injections						
GERD	 stomach_pain	 acidity	 ulcers_on_tongue	 vomiting	 cough	 chest_pain											
Fungal infection	itching	 skin_rash	 nodal_skin_eruptions	 dischromic _patches													
Hepatitis C	 fatigue	 yellowish_skin	 nausea	 loss_of_appetite	 yellowing_of_eyes	 family_history											
Alcoholic hepatitis	 vomiting	 yellowish_skin	 abdominal_pain	 swelling_of_stomach	 distention_of_abdomen	 history_of_alcohol_consumption											
Bronchial Asthma	 fatigue	 cough	 high_fever	 breathlessness	 family_history	 mucoid_sputum											
Dengue	 skin_rash	 chills	 joint_pain	 fatigue	 high_fever	 headache	 nausea	 loss_of_appetite	 pain_behind_the_eyes	 back_pain	 malaise	 muscle_pain	 red_spots_over_body				
Drug Reaction	itching	 stomach_pain	 burning_micturition	 spotting_ urination													
Hepatitis B	itching	 fatigue	 lethargy	 yellowish_skin	 dark_urine	 loss_of_appetite	 abdominal_pain	 yellow_urine	 yellowing_of_eyes	 malaise	 receiving_blood_transfusion	 receiving_unsterile_injections					
Fungal infection	 skin_rash	 nodal_skin_eruptions	 dischromic _patches														
Hepatitis E	 joint_pain	 vomiting	 fatigue	 high_fever	 yellowish_skin	 dark_urine	 nausea	 loss_of_appetite	 abdominal_pain	 yellowing_of_eyes	 acute_liver_failure	 coma	 stomach_bleeding				
Gastroenteritis	 vomiting	 sunken_eyes	 dehydration	 diarrhoea													
(vertigo) Paroymsal  Positional Vertigo	 vomiting	 headache	 nausea	 spinning_movements	 loss_of_balance	 unsteadiness											
Chronic cholestasis	itching	 vomiting	 yellowish_skin	 nausea	 loss_of_appetite	 yellowing_of_eyes											
hepatitis A	 joint_pain	 vomiting	 yellowish_skin	 dark_urine	 nausea	 loss_of_appetite	 abdominal_pain	 diarrhoea	 mild_fever	 yellowing_of_eyes	 muscle_pain						
Arthritis	 muscle_weakness	 stiff_neck	 movement_stiffness	 painful_walking													
Tuberculosis	 chills	 vomiting	 fatigue	 weight_loss	 cough	 high_fever	 breathlessness	 sweating	 loss_of_appetite	 mild_fever	 yellowing_of_eyes	 swelled_lymph_nodes	 malaise	 phlegm	 chest_pain	 blood_in_sputum	
Jaundice	itching	 vomiting	 fatigue	 weight_loss	 high_fever	 yellowish_skin	 dark_urine										
Hypothyroidism	 fatigue	 weight_gain	 cold_hands_and_feets	 mood_swings	 lethargy	 dizziness	 puffy_face_and_eyes	 enlarged_thyroid	 brittle_nails	 swollen_extremeties	 depression	 irritability	 abnormal_menstruation				
Impetigo	 skin_rash	 blister	 red_sore_around_nose	 yellow_crust_ooze													
Hepatitis E	 joint_pain	 vomiting	 fatigue	 high_fever	 yellowish_skin	 dark_urine	 nausea	 loss_of_appetite	 abdominal_pain	 yellowing_of_eyes	 acute_liver_failure	 coma	 stomach_bleeding				
hepatitis A	 joint_pain	 vomiting	 yellowish_skin	 dark_urine	 nausea	 loss_of_appetite	 abdominal_pain	 diarrhoea	 mild_fever	 yellowing_of_eyes	 muscle_pain						
Allergy	 continuous_sneezing	 shivering	 chills	 watering_from_eyes													
Dimorphic hemmorhoids(piles)	 constipation	 pain_during_bowel_movements	 pain_in_anal_region	 bloody_stool	 irritation_in_anus												
Urinary tract infection	 burning_micturition	 bladder_discomfort	 continuous_feel_of_urine														
Cervical spondylosis	 back_pain	 weakness_in_limbs	 neck_pain	 dizziness	 loss_of_balance												
Paralysis (brain hemorrhage)	 vomiting	 headache	 weakness_of_one_body_side	 altered_sensorium													
Migraine	 acidity	 indigestion	 headache	 blurred_and_distorted_vision	 excessive_hunger	 stiff_neck	 depression	 irritability	 visual_disturbances								
Dengue	 skin_rash	 chills	 vomiting	 fatigue	 high_fever	 headache	 nausea	 loss_of_appetite	 pain_behind_the_eyes	 back_pain	 malaise	 muscle_pain	 red_spots_over_body				
Tuberculosis	 chills	 vomiting	 fatigue	 weight_loss	 cough	 high_fever	 breathlessness	 loss_of_appetite	 mild_fever	 yellowing_of_eyes	 swelled_lymph_nodes	 malaise	 phlegm	 chest_pain	 blood_in_sputum		
(vertigo) Paroymsal  Positional Vertigo	 vomiting	 headache	 nausea	 spinning_movements	 loss_of_balance	 unsteadiness											
Malaria	 vomiting	 high_fever	 sweating	 headache	 nausea	 diarrhoea	 muscle_pain										
Diabetes 	 fatigue	 weight_loss	 restlessness	 lethargy	 irregular_sugar_level	 blurred_and_distorted_vision	 obesity	 excessive_hunger	 increased_appetite	 polyuria							
Typhoid	 chills	 vomiting	 fatigue	 high_fever	 headache	 nausea	 constipation	 abdominal_pain	 diarrhoea	 toxic_look_(typhos)	 belly_pain						
Allergy	 continuous_sneezing	 shivering	 chills														
Acne	 skin_rash	 blackheads	 scurring														
Hypertension 	 headache	 chest_pain	 dizziness	 loss_of_balance	 lack_of_concentration												
Allergy	 shivering	 chills	 watering_from_eyes														
Chicken pox	itching	 skin_rash	 fatigue	 lethargy	 high_fever	 headache	 loss_of_appetite	 mild_fever	 swelled_lymph_nodes	 malaise	 red_spots_over_body						
Tuberculosis	 chills	 vomiting	 fatigue	 weight_loss	 cough	 high_fever	 breathlessness	 sweating	 loss_of_appetite	 mild_fever	 yellowing_of_eyes	 swelled_lymph_nodes	 malaise	 phlegm	 chest_pain	 blood_in_sputum	
Hyperthyroidism	 fatigue	 mood_swings	 weight_loss	 restlessness	 diarrhoea	 fast_heart_rate	 excessive_hunger	 muscle_weakness	 irritability	 abnormal_menstruation							
Common Cold	 continuous_sneezing	 chills	 fatigue	 cough	 high_fever	 headache	 swelled_lymph_nodes	 malaise	 phlegm	 throat_irritation	 redness_of_eyes	 sinus_pressure	 runny_nose	 congestion	 chest_pain	 loss_of_smell	 muscle_pain
Acne	 skin_rash	 pus_filled_pimples	 blackheads	 scurring													
Dengue	 skin_rash	 chills	 joint_pain	 vomiting	 fatigue	 high_fever	 headache	 nausea	 loss_of_appetite	 pain_behind_the_eyes	 back_pain	 malaise	 muscle_pain	 red_spots_over_body			
Osteoarthristis	 joint_pain	 neck_pain	 knee_pain	 swelling_joints	 painful_walking												
Hepatitis D	 joint_pain	 vomiting	 fatigue	 yellowish_skin	 dark_urine	 nausea	 loss_of_appetite	 abdominal_pain	 yellowing_of_eyes								
Hypothyroidism	 fatigue	 weight_gain	 cold_hands_and_feets	 mood_swings	 lethargy	 dizziness	 puffy_face_and_eyes	 enlarged_thyroid	 brittle_nails	 swollen_extremeties	 depression	 irritability	 abnormal_menstruation				
Cervical spondylosis	 back_pain	 neck_pain	 dizziness	 loss_of_balance													
Dengue	 skin_rash	 joint_pain	 vomiting	 fatigue	 high_fever	 headache	 nausea	 loss_of_appetite	 pain_behind_the_eyes	 back_pain	 malaise	 muscle_pain	 red_spots_over_body				
Psoriasis	 skin_rash	 joint_pain	 skin_peeling	 silver_like_dusting	 small_dents_in_nails	 inflammatory_nails											
Varicose veins	 fatigue	 cramps	 bruising	 obesity	 swollen_legs	 swollen_blood_vessels											
Alcoholic hepatitis	 vomiting	 abdominal_pain	 swelling_of_stomach	 distention_of_abdomen	 history_of_alcohol_consumption	 fluid_overload											
Tuberculosis	 chills	 vomiting	 fatigue	 weight_loss	 cough	 high_fever	 breathlessness	 sweating	 loss_of_appetite	 mild_fever	 yellowing_of_eyes	 swelled_lymph_nodes	 malaise	 phlegm	 chest_pain	 blood_in_sputum	
Allergy	 continuous_sneezing	 shivering	 chills	 watering_from_eyes													
hepatitis A	 joint_pain	 vomiting	 yellowish_skin	 dark_urine	 nausea	 loss_of_appetite	 abdominal_pain	 diarrhoea	 mild_fever	 yellowing_of_eyes	 muscle_pain						
Bronchial Asthma	 fatigue	 cough	 high_fever	 breathlessness	 family_history	 mucoid_sputum											
Alcoholic hepatitis	 vomiting	 yellowish_skin	 swelling_of_stomach	 distention_of_abdomen	 history_of_alcohol_consumption	 fluid_overload											
Pneumonia	 chills	 fatigue	 cough	 high_fever	 breathlessness	 sweating	 phlegm	 chest_pain	 fast_heart_rate	 rusty_sputum							
Hepatitis E	 joint_pain	 vomiting	 fatigue	 yellowish_skin	 dark_urine	 nausea	 loss_of_appetite	 abdominal_pain	 yellowing_of_eyes	 acute_liver_failure	 coma	 stomach_bleeding					
Chicken pox	itching	 skin_rash	 fatigue	 lethargy	 high_fever	 headache	 mild_fever	 swelled_lymph_nodes	 malaise	 red_spots_over_body							
Tuberculosis	 chills	 vomiting	 fatigue	 weight_loss	 cough	 high_fever	 breathlessness	 sweating	 loss_of_appetite	 mild_fever	 yellowing_of_eyes	 swelled_lymph_nodes	 malaise	 phlegm	 chest_pain	 blood_in_sputum	
Typhoid	 chills	 vomiting	 fatigue	 high_fever	 headache	 nausea	 constipation	 abdominal_pain	 diarrhoea	 toxic_look_(typhos)	 belly_pain						
Migraine	 acidity	 indigestion	 headache	 blurred_and_distorted_vision	 excessive_hunger	 stiff_neck	 depression	 irritability	 visual_disturbances								
Bronchial Asthma	 fatigue	 cough	 high_fever	 breathlessness	 family_history	 mucoid_sputum											
(vertigo) Paroymsal  Positional Vertigo	 vomiting	 headache	 nausea	 spinning_movements	 loss_of_balance	 unsteadiness											
Bronchial Asthma	 fatigue	 high_fever	 breathlessness	 family_history	 mucoid_sputum												
Hepatitis E	 joint_pain	 vomiting	 fatigue	 high_fever	 yellowish_skin	 nausea	 loss_of_appetite	 abdominal_pain	 yellowing_of_eyes	 acute_liver_failure	 coma	 stomach_bleeding					
Hypertension 	 headache	 chest_pain	 dizziness	 loss_of_balance	 lack_of_concentration												
Jaundice	itching	 vomiting	 fatigue	 weight_loss	 high_fever	 yellowish_skin	 dark_urine	 abdominal_pain									
